production_id,production_date,line_id,machine_id,shift_id,product_id,target_qty,output_qty,defect_qty,downtime_minutes
65,2024-07-31,3,9.0,2,3,55,54.0,1.0,1.9
66,2024-11-21,3,8.0,3,3,49,45.0,1.0,0.0
67,2024-10-28,2,6.0,2,2,46,47.0,1.0,9.9
68,2024-12-01,3,9.0,3,5,14,12.0,0.0,11.0
69,2024-11-16,2,4.0,3,2,26,,1.0,20.0
70,2024-08-25,3,7.0,1,5,17,14.0,0.0,0.0
71,2024-11-28,4,12.0,1,3,53,51.0,1.0,9.7
72,2024-12-01,1,1.0,1,5,18,10.0,0.0,33.1
73,2024-11-22,4,11.0,3,2,46,43.0,4.0,21.7
74,2024-07-21,1,2.0,2,5,17,19.0,1.0,9.5
75,2024-12-18,3,8.0,3,3,49,45.0,1.0,6.9
76,2024-11-20,1,3.0,1,5,60,51.0,4.0,24.6
77,2024-10-09,2,4.0,1,4,56,50.0,0.0,6.2
78,2024-11-05,5,15.0,3,5,44,39.0,5.0,11.2
79,2024-11-25,4,12.0,3,3,40,39.0,1.0,9.3
80,2024-07-18,3,7.0,2,1,55,60.0,1.0,2.9
81,2024-08-18,3,7.0,2,5,16,17.0,1.0,14.5
82,2024-12-28,2,4.0,2,3,29,26.0,0.0,4.0
83,2024-11-12,2,4.0,2,4,53,42.0,1.0,121.9
84,2024-09-04,1,2.0,1,2,60,66.0,3.0,8.5
85,2024-07-21,3,8.0,2,3,16,19.0,0.0,8.7
86,2024-08-07,5,13.0,2,4,48,51.0,1.0,6.3
87,2024-12-11,3,7.0,3,1,49,43.0,3.0,0.0
88,2024-10-26,2,4.0,2,2,29,29.0,1.0,0.0
89,2024-10-05,4,12.0,1,3,29,28.0,1.0,12.7
90,2024-12-15,1,3.0,1,2,18,11.0,0.0,36.1
91,2024-10-26,1,1.0,1,5,33,30.0,2.0,19.9
92,2024-10-06,2,6.0,3,4,14,12.0,0.0,24.4
93,2024-12-20,3,7.0,2,5,55,51.0,5.0,37.8
94,2024-11-15,5,14.0,2,4,48,43.0,1.0,42.4
95,2024-07-29,1,2.0,3,5,45,52.0,,5.4
96,2024-12-27,4,11.0,1,4,53,42.0,1.0,27.9
97,2024-12-11,2,5.0,3,3,48,43.0,1.0,17.7
98,2024-10-17,4,12.0,1,3,53,46.0,0.0,27.0
99,2024-10-30,4,12.0,1,3,53,43.0,0.0,0.0
100,2024-11-06,4,11.0,1,3,53,45.0,1.0,39.6
101,2024-12-05,1,3.0,2,2,57,33.0,2.0,2.3
102,2024-10-12,3,9.0,2,5,30,28.0,1.0,26.3
103,2024-09-09,5,15.0,1,5,45,41.0,3.0,40.6
104,2024-08-24,1,3.0,1,5,33,36.0,1.0,5.9
105,2024-12-31,5,15.0,1,4,51,40.0,1.0,41.7
106,2024-12-20,4,11.0,2,2,51,41.0,1.0,11.6
107,2024-12-28,4,11.0,1,4,29,26.0,0.0,11.4
108,2024-07-21,2,6.0,3,2,14,14.0,0.0,8.2
109,2024-10-11,3,9.0,1,1,58,58.0,1.0,23.5
110,2024-07-16,2,5.0,1,2,56,51.0,1.0,55.7
111,2024-08-16,1,2.0,1,5,60,67.0,2.0,11.9
112,2024-09-13,1,2.0,1,5,60,56.0,2.0,2.1
113,2024-09-07,5,15.0,2,5,26,23.0,1.0,9.9
114,2024-10-06,3,7.0,1,1,17,14.0,0.0,36.7
115,2024-10-03,3,9.0,1,3,58,51.0,1.0,41.7
116,2024-08-12,2,5.0,2,2,46,43.0,1.0,4.6
117,2024-08-24,1,1.0,2,5,31,30.0,2.0,46.9
118,2024-09-12,1,1.0,1,5,60,55.0,2.0,53.2
119,2024-11-30,5,13.0,1,5,28,21.0,0.0,0.2
120,2024-11-22,4,10.0,1,3,53,44.0,0.0,9.7
121,2024-11-12,4,11.0,1,2,53,50.0,1.0,32.0
122,2024-11-25,4,11.0,2,2,44,36.0,1.0,68.1
123,2024-08-28,1,1.0,2,5,57,51.0,4.0,35.7
124,2024-08-07,2,5.0,2,2,53,49.0,1.0,30.1
125,2024-10-19,1,3.0,2,2,31,31.0,1.0,27.0
126,2024-12-13,2,4.0,3,3,48,34.0,1.0,122.4
127,2024-11-10,4,10.0,3,2,13,12.0,1.0,39.5
128,2024-11-06,2,5.0,3,3,48,43.0,2.0,23.1
129,2024-07-05,4,10.0,3,2,46,51.0,2.0,10.9
130,2024-12-22,4,12.0,1,2,16,15.0,0.0,20.0
131,2024-10-20,2,5.0,2,4,16,15.0,0.0,24.5
132,2024-08-25,5,13.0,1,1,15,16.0,0.0,7.5
133,2024-07-15,5,13.0,2,4,43,41.0,0.0,4.7
134,2024-12-31,4,11.0,3,2,46,45.0,,31.0
135,2024-09-01,2,4.0,3,3,14,12.0,0.0,79.2
136,2024-12-09,3,8.0,2,5,48,43.0,2.0,2.9
137,2024-10-15,4,12.0,3,3,46,42.0,1.0,82.9
138,2024-12-12,3,9.0,3,3,49,31.0,1.0,136.4
139,2024-11-02,5,14.0,1,1,28,25.0,0.0,4.2
140,2024-07-17,5,13.0,1,4,51,48.0,1.0,7.9
141,2024-11-04,3,7.0,2,5,48,39.0,4.0,65.7
142,2024-11-29,4,11.0,3,2,46,41.0,1.0,15.7
143,2024-07-09,3,8.0,2,1,55,52.0,1.0,2.5
144,2024-10-03,4,10.0,2,2,51,46.0,1.0,17.3
145,2024-08-07,4,11.0,3,3,46,38.0,1.0,63.1
146,2024-12-08,5,14.0,3,4,13,13.0,0.0,0.7
147,2024-07-31,3,8.0,3,3,49,42.0,1.0,8.1
148,2024-09-14,3,9.0,1,3,32,27.0,0.0,48.1
149,2024-08-21,2,4.0,1,4,56,52.0,1.0,52.8
150,2024-07-05,4,11.0,1,3,53,52.0,1.0,58.1
151,2024-11-15,5,13.0,3,4,44,35.0,2.0,70.9
152,2024-08-29,1,1.0,2,5,57,48.0,2.0,55.8
153,2024-10-18,2,4.0,2,2,53,44.0,1.0,68.6
154,2024-09-15,3,8.0,1,5,17,16.0,1.0,6.7
155,2024-08-08,3,8.0,1,3,58,59.0,1.0,14.6
156,2024-08-08,4,12.0,1,2,53,43.0,1.0,74.3
157,2024-10-02,1,1.0,2,5,57,54.0,4.0,27.4
158,2024-09-03,5,13.0,1,5,51,55.0,3.0,0.0
159,2024-09-19,4,12.0,3,3,46,33.0,1.0,76.0
160,2024-07-19,4,11.0,3,2,46,44.0,2.0,11.6
161,2024-08-05,1,2.0,2,5,50,55.0,5.0,15.8
162,2024-07-12,2,4.0,1,2,56,35.0,1.0,149.5
163,2024-07-11,4,12.0,3,2,46,39.0,1.0,2.7
164,2024-10-18,5,15.0,2,5,48,47.0,2.0,11.2
165,2024-07-12,1,3.0,1,5,60,54.0,2.0,1.0
166,2024-11-05,4,10.0,1,4,53,52.0,2.0,11.2
167,2024-09-30,1,3.0,1,1,53,56.0,0.0,1.0
168,2024-11-18,3,9.0,3,1,43,38.0,2.0,18.9
169,2024-11-14,1,,1,2,60,61.0,1.0,0.3
170,2024-07-16,4,11.0,2,2,51,55.0,2.0,3.8
171,2024-11-26,1,3.0,3,5,52,48.0,5.0,6.1
172,2024-07-25,1,3.0,2,2,57,53.0,0.0,18.4
173,2024-10-26,5,14.0,3,1,24,22.0,2.0,43.1
174,2024-08-24,4,12.0,3,3,25,22.0,0.0,17.7
175,2024-11-16,4,11.0,1,2,29,27.0,1.0,6.1
176,2024-08-15,5,13.0,3,1,44,45.0,1.0,9.2
177,2024-10-01,5,14.0,3,1,44,41.0,2.0,14.1
178,2024-12-04,5,13.0,3,4,44,41.0,1.0,9.9
179,2024-10-09,1,2.0,1,5,60,59.0,3.0,18.8
180,2024-11-21,4,10.0,1,2,53,49.0,1.0,0.0
181,2024-11-22,5,14.0,3,1,44,36.0,1.0,32.7
182,2024-12-15,3,8.0,1,5,17,14.0,0.0,7.1
183,2024-12-22,5,14.0,3,4,13,9.0,0.0,32.8
184,2024-09-20,1,1.0,3,1,52,43.0,2.0,33.1
185,2024-07-13,5,13.0,3,1,24,24.0,0.0,12.3
186,2024-07-26,5,15.0,3,5,44,43.0,6.0,18.1
187,2024-09-20,5,15.0,2,4,48,43.0,1.0,7.8
188,2024-09-27,5,15.0,1,5,51,49.0,2.0,4.8
189,2024-08-11,3,7.0,2,3,16,15.0,0.0,42.3
190,2024-07-18,3,8.0,2,3,55,53.0,1.0,8.9
191,2024-12-06,4,11.0,3,2,46,33.0,1.0,32.3
192,2024-10-06,3,8.0,1,5,17,16.0,1.0,5.3
193,2024-08-16,1,3.0,3,1,52,57.0,2.0,21.8
194,2024-10-24,2,5.0,1,2,56,54.0,2.0,12.6
195,2024-08-19,5,13.0,1,4,45,45.0,1.0,8.1
196,2024-09-02,1,2.0,3,5,45,42.0,7.0,18.7
197,2024-08-01,5,13.0,1,5,51,43.0,3.0,3.2
198,2024-09-27,5,13.0,1,5,51,58.0,7.0,0.0
199,2024-09-13,2,5.0,3,3,48,45.0,,21.8
200,2024-07-30,3,9.0,3,3,49,50.0,2.0,1.8
201,2024-08-30,4,11.0,1,4,53,54.0,2.0,11.5
202,2024-09-24,4,11.0,2,3,51,46.0,1.0,77.0
203,2024-07-03,1,2.0,2,2,57,60.0,3.0,13.9
204,2024-09-28,2,4.0,2,2,29,25.0,0.0,47.5
205,2024-07-07,3,7.0,1,5,17,15.0,0.0,36.1
206,2024-07-13,5,13.0,1,1,28,28.0,0.0,14.3
207,2024-08-15,1,2.0,2,1,57,54.0,2.0,6.1
208,2024-11-25,2,4.0,1,2,49,48.0,1.0,34.2
209,2024-08-25,3,8.0,1,3,17,17.0,0.0,11.2
210,2024-10-23,5,13.0,3,5,44,38.0,3.0,20.2
211,2024-12-26,4,11.0,2,2,51,43.0,1.0,53.1
212,2024-12-31,4,11.0,1,3,53,45.0,0.0,23.6
213,2024-10-28,5,13.0,3,5,38,,5.0,0.0
214,2024-08-02,5,14.0,3,5,44,42.0,3.0,0.0
215,2024-09-28,3,8.0,3,3,27,27.0,0.0,19.4
216,2024-11-15,3,9.0,2,5,55,48.0,3.0,6.2
217,2024-07-25,2,4.0,1,3,56,58.0,0.0,48.9
218,2024-08-01,4,12.0,3,2,46,44.0,2.0,
219,2024-07-19,5,14.0,3,4,44,45.0,1.0,7.8
220,2024-08-29,3,7.0,1,3,58,63.0,0.0,1.8
221,2024-10-05,5,14.0,1,4,28,25.0,0.0,11.6
222,2024-10-01,4,12.0,3,2,46,45.0,3.0,9.1
223,2024-08-15,3,8.0,1,1,58,50.0,1.0,8.7
224,2024-10-05,4,12.0,2,4,28,26.0,0.0,6.8
225,2024-07-17,3,9.0,2,3,55,45.0,1.0,125.8
226,2024-11-21,4,10.0,2,3,51,47.0,1.0,25.7
227,2024-08-07,3,,1,1,58,53.0,1.0,28.3
228,2024-10-26,3,7.0,3,5,27,28.0,3.0,4.5
229,2024-10-22,2,5.0,3,2,48,42.0,3.0,8.2
230,2024-08-12,2,6.0,3,2,42,43.0,3.0,6.9
231,2024-09-30,2,5.0,2,2,46,43.0,1.0,7.7
232,2024-09-14,2,5.0,1,4,30,24.0,0.0,26.1
233,2024-11-05,4,11.0,1,4,53,39.0,0.0,120.9
234,2024-10-22,1,3.0,2,5,57,60.0,3.0,33.3
235,2024-11-27,5,14.0,3,5,44,36.0,8.0,21.9
236,2024-09-11,4,11.0,3,4,46,48.0,2.0,22.1
237,2024-08-10,2,4.0,2,3,29,26.0,0.0,60.6
238,2024-08-29,3,9.0,2,3,55,50.0,2.0,86.3
239,2024-07-18,3,8.0,2,1,55,55.0,2.0,8.9
240,2024-08-21,2,6.0,1,3,56,54.0,1.0,26.9
241,2024-10-09,2,5.0,3,3,48,47.0,1.0,
242,2024-08-22,3,8.0,2,5,55,55.0,3.0,26.5
243,2024-10-05,2,4.0,1,4,30,33.0,1.0,6.2
244,2024-08-19,5,15.0,1,1,45,40.0,0.0,17.2
245,2024-11-01,3,9.0,2,3,55,49.0,1.0,13.7
246,2024-07-23,4,10.0,3,2,46,46.0,2.0,11.4
247,2024-12-03,5,15.0,3,5,44,37.0,4.0,
248,2024-09-23,3,8.0,1,5,51,51.0,2.0,6.0
249,2024-09-14,3,9.0,3,3,27,29.0,,0.9
250,2024-09-20,1,3.0,1,1,60,63.0,2.0,16.3
251,2024-10-07,3,7.0,2,5,48,52.0,6.0,7.8
252,2024-08-27,5,14.0,1,5,51,52.0,3.0,27.3
253,2024-08-01,1,2.0,1,2,60,56.0,,0.0
254,2024-09-20,3,8.0,1,5,58,55.0,4.0,2.9
255,2024-10-04,5,13.0,2,1,48,41.0,1.0,2.3
256,2024-10-19,3,7.0,2,3,30,32.0,1.0,10.2
257,2024-11-01,3,9.0,3,5,49,37.0,9.0,76.3
258,2024-08-07,3,8.0,3,1,49,50.0,2.0,5.1
259,2024-11-04,3,7.0,1,5,51,46.0,1.0,66.1
260,2024-10-22,4,12.0,2,3,51,54.0,1.0,0.0
261,2024-12-27,4,10.0,3,3,46,43.0,1.0,5.3
262,2024-07-18,2,6.0,3,2,48,49.0,3.0,3.5
263,2024-10-29,1,3.0,1,5,60,62.0,3.0,0.9
264,2024-10-22,3,9.0,3,3,49,48.0,2.0,66.7
265,2024-07-28,3,9.0,1,1,17,16.0,0.0,37.1
266,2024-09-11,2,4.0,1,4,56,51.0,1.0,36.4
267,2024-11-22,3,8.0,1,5,58,45.0,2.0,0.0
268,2024-09-20,5,13.0,1,1,51,46.0,1.0,10.8
269,2024-08-06,5,14.0,2,4,48,41.0,0.0,2.0
270,2024-10-31,3,9.0,2,1,55,48.0,1.0,10.6
271,2024-11-05,2,4.0,1,2,56,49.0,1.0,32.3
272,2024-11-27,1,1.0,3,2,52,40.0,3.0,40.2
273,2024-07-08,1,1.0,3,1,45,,,88.2
274,2024-12-15,2,4.0,3,4,14,9.0,0.0,23.1
275,2024-09-19,5,14.0,1,5,51,46.0,2.0,7.5
276,2024-08-30,2,4.0,2,3,53,55.0,1.0,23.6
277,2024-11-07,5,14.0,1,5,51,43.0,2.0,26.8
278,2024-08-24,3,7.0,2,3,30,31.0,1.0,24.7
279,2024-11-16,4,10.0,2,3,28,22.0,0.0,27.4
280,2024-07-02,5,15.0,2,1,48,50.0,1.0,0.0
281,2024-09-10,3,9.0,2,1,55,51.0,1.0,49.9
282,2024-07-12,5,13.0,2,1,48,55.0,1.0,0.6
283,2024-12-18,4,11.0,2,4,51,35.0,1.0,73.5
284,2024-09-07,3,8.0,2,5,30,25.0,1.0,13.9
285,2024-12-29,3,7.0,2,5,16,15.0,2.0,1.6
286,2024-07-06,3,8.0,1,1,32,35.0,0.0,17.5
287,2024-09-17,2,6.0,3,2,48,52.0,4.0,11.7
288,2024-10-01,3,9.0,2,1,55,57.0,3.0,3.4
289,2024-07-26,5,14.0,1,4,51,47.0,1.0,30.9
290,2024-12-20,5,14.0,2,1,48,40.0,2.0,0.0
291,2024-11-15,1,3.0,2,1,57,48.0,1.0,6.7
292,2024-08-02,3,7.0,2,1,55,48.0,1.0,24.0
293,2024-12-04,2,6.0,1,3,56,48.0,2.0,19.2
294,2024-10-26,3,8.0,1,5,32,32.0,1.0,0.0
295,2024-08-14,3,9.0,3,5,49,52.0,8.0,1.8
296,2024-08-10,3,9.0,1,3,32,31.0,0.0,30.0
297,2024-09-29,2,5.0,1,3,16,13.0,0.0,27.1
298,2024-07-23,3,9.0,3,5,49,51.0,6.0,6.1
299,2024-07-18,1,2.0,2,2,57,52.0,1.0,16.5
300,2024-11-02,2,4.0,2,4,29,22.0,0.0,175.3
301,2024-11-08,3,8.0,2,3,55,46.0,0.0,13.8
302,2024-11-22,4,11.0,3,3,46,41.0,2.0,21.7
303,2024-07-01,4,10.0,3,4,40,44.0,1.0,12.6
304,2024-07-27,2,4.0,2,3,29,26.0,0.0,41.0
305,2024-10-31,3,9.0,3,5,49,41.0,5.0,39.6
306,2024-09-14,2,5.0,2,4,29,27.0,0.0,0.0
307,2024-07-19,1,2.0,2,1,57,57.0,1.0,43.6
308,2024-10-08,4,11.0,2,4,51,43.0,1.0,9.8
309,2024-11-10,3,8.0,2,3,16,17.0,0.0,2.0
310,2024-08-03,3,7.0,2,5,30,29.0,1.0,11.0
311,2024-11-15,4,11.0,3,2,46,39.0,1.0,46.7
312,2024-09-02,1,1.0,1,2,53,51.0,1.0,33.5
313,2024-12-16,2,6.0,1,3,49,42.0,0.0,12.3
314,2024-12-10,4,12.0,1,4,53,46.0,1.0,48.1
315,2024-12-28,2,5.0,1,3,30,26.0,0.0,0.0
316,2024-09-24,4,12.0,3,3,46,44.0,2.0,54.2
317,2024-10-08,3,7.0,1,1,58,53.0,1.0,4.6
318,2024-10-02,1,1.0,1,5,60,59.0,3.0,18.2
319,2024-07-17,2,6.0,1,4,56,60.0,1.0,6.9
320,2024-10-16,1,3.0,3,1,52,40.0,1.0,26.3
321,2024-09-04,2,6.0,3,3,48,49.0,1.0,7.4
322,2024-09-19,5,15.0,3,1,44,43.0,2.0,0.0
323,2024-11-10,3,8.0,3,3,14,13.0,0.0,33.0
324,2024-09-28,5,13.0,3,5,24,21.0,1.0,42.5
325,2024-09-17,5,15.0,3,4,44,46.0,1.0,8.7
326,2024-12-01,4,10.0,1,2,16,14.0,0.0,1.7
327,2024-08-22,2,6.0,3,2,48,51.0,3.0,9.8
328,2024-12-03,1,2.0,2,2,57,34.0,0.0,14.5
329,2024-12-22,5,14.0,2,1,14,11.0,0.0,7.7
330,2024-07-18,2,4.0,3,4,48,49.0,2.0,28.2
331,2024-09-30,3,8.0,1,5,51,51.0,1.0,3.1
332,2024-11-14,1,1.0,2,2,57,46.0,2.0,30.1
333,2024-12-05,5,15.0,1,4,51,44.0,1.0,3.5
334,2024-07-02,5,15.0,1,1,51,60.0,2.0,0.0
335,2024-10-06,3,9.0,3,3,14,13.0,0.0,0.0
336,2024-08-11,1,2.0,2,5,17,17.0,0.0,6.8
337,2024-07-19,3,8.0,2,1,55,57.0,2.0,14.9
338,2024-12-12,5,15.0,2,1,48,39.0,2.0,5.7
339,2024-11-08,4,12.0,1,4,53,57.0,2.0,3.7
340,2024-07-10,5,14.0,2,1,48,50.0,2.0,1.9
341,2024-11-14,4,12.0,1,2,53,,1.0,8.4
342,2024-10-17,3,7.0,2,1,55,51.0,1.0,4.6
343,2024-07-30,2,4.0,1,2,56,56.0,1.0,51.4
344,2024-10-26,4,10.0,3,4,25,24.0,1.0,12.2
345,2024-08-03,1,1.0,3,5,28,29.0,2.0,13.4
346,2024-07-30,5,14.0,2,4,48,53.0,1.0,5.5
347,2024-11-03,3,9.0,2,3,16,15.0,0.0,34.2
348,2024-07-11,5,15.0,3,1,44,50.0,1.0,0.0
349,2024-11-13,4,10.0,1,2,53,51.0,1.0,1.4
350,2024-08-18,5,14.0,1,1,15,14.0,0.0,11.0
351,2024-11-16,3,8.0,3,5,27,23.0,2.0,26.6
352,2024-11-13,1,1.0,2,2,57,47.0,1.0,92.5
353,2024-11-27,2,5.0,2,3,53,49.0,1.0,24.1
354,2024-07-01,3,8.0,3,3,43,40.0,1.0,14.8
355,2024-12-28,2,4.0,3,4,26,23.0,1.0,7.8
356,2024-08-31,1,3.0,2,2,31,30.0,0.0,8.3
357,2024-07-19,5,15.0,3,4,44,40.0,2.0,15.2
358,2024-07-01,2,6.0,1,3,49,47.0,0.0,4.1
359,2024-09-29,5,15.0,3,5,13,11.0,1.0,1.9
360,2024-09-19,4,11.0,3,3,46,46.0,2.0,32.9
361,2024-12-19,1,3.0,1,1,60,,0.0,3.3
362,2024-11-25,2,5.0,1,2,49,45.0,1.0,10.1
363,2024-11-09,2,4.0,3,3,26,22.0,1.0,34.0
364,2024-07-22,2,5.0,3,3,42,35.0,1.0,0.0
365,2024-11-30,2,4.0,2,4,29,29.0,1.0,2.7
366,2024-07-15,2,5.0,3,4,42,32.0,2.0,87.1
367,2024-07-08,5,14.0,1,5,45,45.0,2.0,54.9
368,2024-09-13,4,10.0,1,4,53,54.0,1.0,28.1
369,2024-10-15,1,2.0,1,2,60,55.0,1.0,12.4
370,2024-07-26,3,8.0,1,1,58,67.0,1.0,0.0
371,2024-12-19,2,4.0,3,3,48,41.0,1.0,7.8
372,2024-10-25,2,5.0,2,3,53,49.0,1.0,25.9
373,2024-09-06,4,12.0,1,4,53,47.0,1.0,35.3
374,2024-09-03,4,10.0,2,2,51,56.0,1.0,22.8
375,2024-11-20,1,2.0,3,1,52,45.0,3.0,21.1
376,2024-12-07,2,4.0,2,3,29,21.0,0.0,63.0
377,2024-12-05,2,5.0,1,4,56,44.0,1.0,32.2
378,2024-12-31,3,7.0,1,1,58,47.0,1.0,90.7
379,2024-08-22,1,1.0,2,1,57,54.0,1.0,2.0
380,2024-11-18,4,11.0,2,4,44,39.0,,50.0
381,2024-10-18,4,10.0,3,4,46,35.0,1.0,61.4
382,2024-08-01,1,3.0,2,5,57,49.0,3.0,22.7
383,2024-11-24,2,4.0,1,4,16,15.0,0.0,20.3
384,2024-12-16,4,11.0,2,4,44,35.0,1.0,25.6
385,2024-11-25,1,3.0,1,2,53,,1.0,12.4
386,2024-07-20,3,8.0,3,1,27,26.0,1.0,35.6
387,2024-09-25,5,14.0,3,1,44,38.0,1.0,23.6
388,2024-10-07,4,12.0,2,3,44,47.0,1.0,41.8
389,2024-10-22,3,9.0,1,3,58,60.0,1.0,5.8
390,2024-07-08,1,2.0,2,5,50,53.0,4.0,0.0
391,2024-08-08,3,8.0,2,5,55,64.0,3.0,3.9
392,2024-07-04,4,12.0,2,4,51,48.0,1.0,
393,2024-12-20,1,3.0,3,1,52,33.0,1.0,1.3
394,2024-07-18,2,5.0,1,2,56,54.0,,36.0
395,2024-12-04,4,10.0,1,2,53,45.0,0.0,3.9
396,2024-09-19,1,3.0,3,5,52,43.0,3.0,41.1
397,2024-09-20,1,2.0,2,5,57,62.0,3.0,7.2
398,2024-10-15,5,14.0,2,1,48,41.0,1.0,
399,2024-09-02,3,8.0,1,5,51,46.0,1.0,15.7
400,2024-08-16,1,2.0,2,2,57,58.0,1.0,18.2
401,2024-09-12,2,4.0,3,4,48,38.0,1.0,116.5
402,2024-09-23,3,7.0,2,5,48,45.0,,24.3
403,2024-12-24,3,9.0,2,1,55,44.0,1.0,15.0
404,2024-11-19,4,11.0,3,4,46,42.0,2.0,14.4
405,2024-07-10,2,5.0,1,3,56,51.0,1.0,0.0
406,2024-08-07,5,14.0,2,4,48,45.0,1.0,12.2
407,2024-08-17,2,4.0,3,4,26,23.0,1.0,23.5
408,2024-07-18,4,11.0,2,4,51,43.0,1.0,
409,2024-09-24,2,6.0,3,2,48,46.0,3.0,9.8
410,2024-11-03,5,13.0,2,1,14,14.0,0.0,0.0
411,2024-11-18,3,9.0,1,1,51,51.0,2.0,2.1
412,2024-11-27,4,10.0,2,2,51,47.0,0.0,6.3
413,2024-11-05,1,1.0,3,1,52,47.0,1.0,71.3
414,2024-12-08,4,12.0,1,2,16,12.0,0.0,0.0
415,2024-09-09,3,9.0,3,5,43,38.0,7.0,22.5
416,2024-10-15,4,11.0,3,4,46,41.0,2.0,96.4
417,2024-08-04,2,4.0,1,3,16,16.0,0.0,13.2
418,2024-09-23,4,11.0,1,4,47,45.0,1.0,16.0
419,2024-11-06,5,13.0,3,5,44,46.0,6.0,33.4
420,2024-11-12,3,7.0,3,3,49,41.0,2.0,9.3
421,2024-11-04,4,11.0,1,3,47,43.0,0.0,43.2
422,2024-10-03,4,12.0,1,2,53,54.0,1.0,73.2
423,2024-10-16,1,3.0,3,2,52,49.0,3.0,26.3
