production_id,production_date,line_id,machine_id,shift_id,product_id,target_qty,output_qty,defect_qty,downtime_minutes
165,2024-07-02,1,2,2,5,57,59,5,6.4
166,2024-07-02,2,6,2,2,53,53,1,0.0
167,2024-07-02,4,12,1,3,53,55,1,5.4
168,2024-07-02,2,5,3,2,48,42,3,10.4
169,2024-07-02,2,5,2,2,53,52,3,8.8
170,2024-07-02,1,2,3,2,52,54,2,2.0
171,2024-07-02,4,12,2,3,51,53,2,1.8
172,2024-07-02,2,5,3,4,48,50,2,10.4
173,2024-07-02,3,8,2,3,55,56,1,10.6
174,2024-07-02,5,15,2,1,48,50,1,0.0
175,2024-07-02,2,6,1,2,56,62,2,6.2
176,2024-07-02,5,15,3,1,44,39,2,18.5
177,2024-07-02,1,1,1,2,60,65,1,10.7
178,2024-07-02,4,11,3,2,46,44,1,55.8
179,2024-07-02,1,1,2,1,57,63,3,42.5
180,2024-07-02,2,6,3,4,48,45,1,3.7
181,2024-07-02,5,15,1,5,51,51,3,0.0
182,2024-07-02,3,9,1,3,58,50,1,31.5
183,2024-07-02,3,8,1,3,58,63,1,13.0
184,2024-07-02,4,11,3,3,46,40,2,55.8
185,2024-07-02,5,13,1,4,51,55,1,8.7
186,2024-07-02,2,6,1,4,56,60,1,6.2
187,2024-07-02,1,1,1,5,60,60,2,10.7
188,2024-07-02,4,10,2,2,51,54,3,7.7
189,2024-07-02,2,6,2,3,53,51,0,0.0
190,2024-07-02,3,7,2,3,55,46,1,0.0
191,2024-07-02,1,2,3,1,52,54,4,2.0
192,2024-07-02,1,1,3,5,52,41,3,68.7
193,2024-07-02,2,6,1,3,56,58,1,6.2
194,2024-07-02,1,1,3,2,52,46,4,68.7
195,2024-07-02,1,3,1,1,60,61,1,20.1
196,2024-07-02,5,14,1,4,51,50,1,17.0
197,2024-07-02,4,10,2,4,51,52,1,7.7
198,2024-07-02,5,14,2,1,48,46,1,6.1
199,2024-07-02,5,14,2,4,48,48,2,6.1
200,2024-07-02,1,3,1,5,60,60,3,20.1
201,2024-07-02,4,11,3,4,46,43,2,55.8
202,2024-07-02,4,10,2,3,51,52,1,7.7
203,2024-07-02,4,11,1,2,53,41,1,68.7
204,2024-07-02,5,13,2,4,48,52,1,1.1
205,2024-07-02,4,11,2,3,51,55,2,1.9
206,2024-07-02,1,3,2,1,57,62,2,7.3
207,2024-07-02,3,9,1,5,58,54,2,31.5
208,2024-07-02,3,8,1,1,58,65,1,13.0
209,2024-07-02,1,3,2,2,57,65,2,7.3
210,2024-07-02,3,9,2,5,55,58,2,19.0
211,2024-07-02,5,15,2,5,48,44,2,0.0
212,2024-07-02,4,12,3,2,46,46,2,14.8
213,2024-07-02,4,12,3,4,46,52,2,14.8
214,2024-07-02,4,10,3,2,46,50,2,0.0
215,2024-07-02,2,5,1,4,56,55,1,10.4
216,2024-07-02,5,14,1,1,51,49,0,17.0
217,2024-07-02,2,4,3,2,48,53,4,4.4
218,2024-07-02,3,7,1,3,58,55,0,9.5
219,2024-07-02,2,6,2,4,53,62,1,0.0
220,2024-07-02,4,11,2,4,51,48,2,1.9
221,2024-07-02,4,10,1,3,53,56,1,1.1
222,2024-07-02,3,9,1,1,58,53,1,31.5
223,2024-07-02,3,9,3,1,49,55,3,9.4
224,2024-07-02,4,11,1,3,53,48,1,68.7
225,2024-07-02,2,4,1,3,56,55,0,33.9
226,2024-07-02,3,9,2,3,55,43,1,19.0
227,2024-07-02,2,5,2,3,53,52,1,8.8
228,2024-07-02,1,3,3,5,52,58,5,16.0
229,2024-07-02,2,4,2,4,53,42,1,68.7
230,2024-07-02,1,1,2,5,57,59,2,42.5
231,2024-07-02,3,8,3,1,49,60,1,9.1
232,2024-07-02,5,14,3,1,44,41,1,1.0
233,2024-07-02,4,10,1,4,53,53,1,1.1
234,2024-07-02,5,14,1,5,51,47,1,17.0
235,2024-07-02,5,13,2,5,48,50,2,1.1
236,2024-07-02,1,1,3,1,52,40,3,68.7
237,2024-07-02,2,4,1,2,56,59,2,33.9
238,2024-07-02,3,8,3,5,49,46,5,9.1
239,2024-07-02,3,8,2,1,55,48,1,10.6
240,2024-07-02,5,15,1,4,51,51,0,0.0
241,2024-07-02,1,2,1,1,60,61,2,0.0
242,2024-07-02,2,4,1,4,56,53,2,33.9
243,2024-07-02,3,7,2,1,55,56,1,0.0
244,2024-07-02,1,2,1,5,60,62,2,0.0
245,2024-07-02,5,15,2,4,48,48,1,0.0
246,2024-07-02,4,12,2,4,51,55,1,1.8
247,2024-07-02,5,13,2,1,48,50,1,1.1
248,2024-07-02,3,7,3,5,49,53,5,17.7
249,2024-07-02,4,10,1,2,53,59,0,1.1
250,2024-07-02,1,3,1,2,60,60,1,20.1
251,2024-07-02,5,13,3,1,44,47,3,6.4
252,2024-07-02,3,8,3,3,49,53,1,9.1
253,2024-07-02,1,1,1,1,60,62,2,10.7
254,2024-07-02,1,2,2,2,57,54,2,6.4
255,2024-07-02,5,14,3,4,44,43,2,1.0
256,2024-07-02,5,13,3,5,44,40,5,6.4
257,2024-07-02,1,2,3,5,52,46,3,2.0
258,2024-07-02,1,3,3,1,52,45,3,16.0
259,2024-07-02,4,10,3,4,46,44,2,0.0
260,2024-07-02,4,11,1,4,53,40,0,68.7
261,2024-07-02,2,5,3,3,48,54,2,10.4
262,2024-07-02,4,11,2,2,51,53,1,1.9
263,2024-07-02,3,7,3,3,49,47,2,17.7
264,2024-07-02,3,9,3,3,49,50,2,9.4
265,2024-07-02,3,7,3,1,49,46,2,17.7
266,2024-07-02,2,6,3,3,48,39,1,3.7
267,2024-07-02,4,10,3,3,46,38,1,0.0
268,2024-07-02,3,8,1,5,58,55,4,13.0
269,2024-07-02,2,4,2,2,53,34,1,68.7
270,2024-07-02,2,4,3,4,48,50,2,4.4
271,2024-07-03,3,9,3,1,49,45,2,52.7
272,2024-07-03,5,13,2,1,48,51,1,26.4
273,2024-07-03,2,4,1,2,56,58,1,25.4
274,2024-07-03,2,6,2,4,53,56,1,6.1
275,2024-07-03,5,13,1,4,51,50,1,18.0
276,2024-07-03,2,5,3,4,48,44,1,9.3
277,2024-07-03,5,15,1,5,51,53,2,15.0
278,2024-07-03,5,15,3,4,44,40,2,9.0
279,2024-07-03,2,5,3,2,48,51,2,9.3
280,2024-07-03,1,2,1,1,60,51,2,0.0
281,2024-07-03,2,4,2,4,53,48,0,68.7
282,2024-07-03,3,7,1,3,58,55,0,68.7
283,2024-07-03,1,3,3,2,52,54,3,0.0
284,2024-07-03,1,3,3,1,52,57,2,0.0
285,2024-07-03,2,5,1,2,56,55,2,4.6
286,2024-07-03,2,5,2,4,53,53,1,5.7
287,2024-07-03,3,8,1,3,58,66,1,2.1
288,2024-07-03,1,1,1,1,60,70,1,0.0
289,2024-07-03,5,15,3,5,44,38,5,31.9
290,2024-07-03,4,10,3,4,46,46,2,14.8
291,2024-07-03,3,8,2,3,55,51,0,4.5
292,2024-07-03,2,6,3,3,48,48,2,7.6
293,2024-07-03,1,3,2,1,57,47,0,32.0
294,2024-07-03,2,4,1,3,56,57,1,25.4
295,2024-07-03,3,7,2,5,55,54,5,25.4
296,2024-07-03,4,10,1,4,53,50,1,8.9
297,2024-07-03,3,8,3,1,49,50,2,22.9
298,2024-07-03,2,5,1,4,56,59,2,4.6
299,2024-07-03,5,14,2,5,48,57,3,17.1
300,2024-07-03,4,11,3,3,46,50,2,6.4
301,2024-07-03,2,6,2,3,53,55,0,6.1
302,2024-07-03,2,6,1,4,56,55,0,28.0
303,2024-07-03,2,4,1,4,56,57,0,25.4
304,2024-07-03,5,15,1,1,51,49,1,15.0
305,2024-07-03,1,1,1,5,60,53,3,0.0
306,2024-07-03,3,8,1,5,58,56,3,2.1
307,2024-07-03,5,14,1,4,51,47,1,9.2
308,2024-07-03,1,1,2,2,57,49,1,68.7
309,2024-07-03,1,3,3,5,52,51,5,0.0
310,2024-07-03,2,5,2,3,53,59,1,5.7
311,2024-07-03,5,13,3,1,44,47,1,6.4
312,2024-07-03,1,3,2,5,57,58,3,32.0
313,2024-07-03,4,11,2,4,51,50,1,22.7
314,2024-07-03,4,11,3,4,46,46,1,6.4
315,2024-07-03,4,10,2,4,51,57,1,6.6
316,2024-07-03,4,10,1,2,53,57,1,25.1
317,2024-07-03,2,4,2,3,53,45,1,68.7
318,2024-07-03,4,12,3,4,46,45,1,1.8
319,2024-07-03,5,14,1,1,51,50,1,9.2
320,2024-07-03,3,8,3,3,49,49,2,22.9
321,2024-07-03,4,10,2,3,51,54,0,6.6
322,2024-07-03,1,1,2,5,57,52,2,68.7
323,2024-07-03,1,3,1,2,60,65,3,29.2
324,2024-07-03,4,10,3,3,46,43,3,14.8
325,2024-07-03,4,11,1,2,53,51,1,16.7
326,2024-07-03,1,3,2,2,57,53,1,32.0
327,2024-07-03,1,2,2,2,57,60,3,13.9
328,2024-07-03,2,6,3,4,48,44,1,7.6
329,2024-07-03,4,12,1,4,53,46,0,20.2
330,2024-07-03,4,12,3,3,46,49,2,1.8
331,2024-07-03,1,2,1,2,60,62,1,0.0
332,2024-07-03,1,2,3,5,52,50,5,0.0
333,2024-07-03,4,12,1,3,53,48,1,20.2
334,2024-07-03,3,9,1,5,58,60,4,23.2
335,2024-07-03,5,13,1,5,51,48,2,18.0
336,2024-07-03,3,7,3,3,49,54,1,34.9
337,2024-07-03,1,2,2,1,57,61,1,13.9
338,2024-07-03,1,2,3,1,52,55,2,0.0
339,2024-07-03,5,14,2,1,48,49,1,17.1
340,2024-07-03,5,13,2,4,48,52,1,26.4
341,2024-07-03,1,1,3,1,52,55,1,0.0
342,2024-07-03,3,9,2,5,55,57,4,31.9
343,2024-07-03,1,1,2,1,57,52,1,68.7
344,2024-07-03,4,11,1,4,53,53,1,16.7
345,2024-07-03,1,2,2,5,57,64,3,13.9
346,2024-07-03,5,15,2,1,48,49,1,13.9
347,2024-07-03,3,9,2,3,55,56,1,31.9
348,2024-07-03,4,12,2,4,51,48,1,52.5
349,2024-07-03,3,9,3,5,49,47,5,52.7
350,2024-07-03,4,12,2,2,51,47,2,52.5
351,2024-07-03,4,11,1,3,53,44,1,16.7
352,2024-07-03,3,7,1,1,58,49,1,68.7
353,2024-07-03,3,8,2,5,55,57,5,4.5
354,2024-07-03,3,9,2,1,55,56,2,31.9
355,2024-07-03,4,12,1,2,53,54,1,20.2
356,2024-07-03,4,12,2,3,51,50,1,52.5
357,2024-07-03,5,13,2,5,48,51,3,26.4
358,2024-07-03,2,6,1,2,56,54,0,28.0
359,2024-07-03,2,4,2,2,53,44,2,68.7
360,2024-07-03,3,7,3,5,49,45,3,34.9
361,2024-07-03,4,11,2,2,51,49,2,22.7
362,2024-07-03,1,3,1,1,60,59,1,29.2
363,2024-07-03,4,12,3,2,46,40,3,1.8
364,2024-07-03,5,14,3,4,44,44,1,42.3
365,2024-07-03,5,15,1,4,51,47,1,15.0
366,2024-07-03,2,5,1,3,56,57,1,4.6
367,2024-07-03,1,1,3,5,52,49,5,0.0
368,2024-07-03,4,10,1,3,53,53,0,25.1
369,2024-07-03,2,5,2,2,53,54,1,5.7
370,2024-07-03,5,15,2,5,48,55,4,13.9
371,2024-07-03,2,4,3,2,48,41,3,68.7
372,2024-07-03,1,1,3,2,52,49,4,0.0
373,2024-07-03,5,15,2,4,48,51,1,13.9
374,2024-07-03,3,7,2,1,55,48,1,25.4
375,2024-07-03,2,4,3,4,48,42,3,68.7
376,2024-07-03,3,7,2,3,55,53,1,25.4
377,2024-07-03,4,10,2,2,51,46,1,6.6
378,2024-07-03,5,15,3,1,44,45,2,31.9
379,2024-07-03,4,10,3,2,46,45,4,14.8
380,2024-07-03,5,14,2,4,48,46,1,17.1
381,2024-07-03,1,1,1,2,60,57,2,0.0
382,2024-07-03,2,6,2,2,53,58,2,6.1
383,2024-07-03,5,14,3,5,44,45,5,42.3
384,2024-07-03,2,6,1,3,56,56,1,28.0
385,2024-07-03,5,13,1,1,51,49,2,18.0
386,2024-07-03,3,8,2,1,55,52,2,4.5
387,2024-07-03,3,7,3,1,49,50,2,34.9
388,2024-07-03,3,8,3,5,49,43,5,22.9
389,2024-07-03,1,2,1,5,60,59,3,0.0
390,2024-07-03,3,7,1,5,58,46,3,68.7
391,2024-07-03,4,11,2,3,51,45,1,22.7
392,2024-07-03,5,13,3,5,44,44,5,8.7
393,2024-07-03,3,8,1,1,58,55,1,2.1
394,2024-07-03,1,3,1,5,60,62,2,29.2
395,2024-07-03,5,14,3,1,44,41,2,42.3
396,2024-07-03,1,2,3,2,52,49,3,0.0
397,2024-07-03,3,9,1,3,58,61,1,23.2
398,2024-07-03,2,5,3,3,48,45,1,9.3
399,2024-07-03,3,9,1,1,58,58,1,23.2
400,2024-07-03,3,9,3,3,49,47,2,52.7
401,2024-07-03,2,4,3,3,48,51,2,68.7
402,2024-07-03,2,6,3,2,48,52,2,7.6
403,2024-07-03,4,11,3,2,46,48,2,6.4
404,2024-07-04,2,6,1,2,56,50,0,21.0
405,2024-07-04,3,8,2,1,55,52,2,7.3
406,2024-07-04,1,2,3,5,52,48,5,4.1
407,2024-07-04,2,5,1,2,56,61,1,14.7
408,2024-07-04,3,9,2,5,55,49,3,54.6
409,2024-07-04,3,9,2,1,55,54,1,54.6
410,2024-07-04,3,8,3,1,49,57,2,8.3
411,2024-07-04,5,15,2,5,48,47,3,6.0
412,2024-07-04,3,7,1,1,58,58,1,19.6
413,2024-07-04,2,4,2,3,53,49,2,19.5
414,2024-07-04,5,14,1,5,51,56,2,2.9
415,2024-07-04,4,10,1,2,53,55,1,28.8
416,2024-07-04,2,6,3,2,48,51,5,0.0
417,2024-07-04,1,2,1,5,60,58,1,4.0
418,2024-07-04,4,10,3,3,46,44,0,4.2
419,2024-07-04,1,2,2,5,57,59,4,30.8
420,2024-07-04,1,1,3,2,52,53,3,68.7
421,2024-07-04,4,12,1,3,53,49,1,2.7
422,2024-07-04,3,7,2,1,55,56,2,24.7
423,2024-07-04,2,6,2,3,53,55,1,21.0
424,2024-07-04,4,11,3,4,46,41,2,6.5
425,2024-07-04,1,2,1,2,60,55,2,4.0
426,2024-07-04,2,6,2,2,53,55,2,21.0
427,2024-07-04,3,8,1,5,58,62,4,5.6
428,2024-07-04,3,9,1,3,58,57,1,11.0
429,2024-07-04,4,11,2,2,51,45,1,67.7
430,2024-07-04,4,11,2,4,51,42,1,67.7
431,2024-07-04,2,5,3,4,48,44,1,16.3
432,2024-07-04,1,1,2,2,57,61,3,39.0
433,2024-07-04,2,4,1,2,56,56,2,18.7
434,2024-07-04,5,14,1,1,51,47,1,2.9
435,2024-07-04,4,10,2,4,51,51,1,8.4
436,2024-07-04,3,7,3,1,49,51,3,17.3
437,2024-07-04,4,12,2,2,51,54,2,44.1
438,2024-07-04,5,15,3,1,44,47,1,8.2
439,2024-07-04,3,9,3,1,49,45,3,37.7
440,2024-07-04,4,10,2,2,51,55,1,8.4
441,2024-07-04,4,12,3,2,46,44,2,0.0
442,2024-07-04,1,1,3,1,52,49,1,68.7
443,2024-07-04,2,4,2,2,53,59,3,19.5
444,2024-07-04,4,11,2,3,51,51,1,67.7
445,2024-07-04,2,4,3,4,48,44,2,1.9
446,2024-07-04,3,8,2,5,55,46,3,7.3
447,2024-07-04,2,5,3,2,48,51,1,16.3
448,2024-07-04,4,10,2,3,51,52,1,8.4
449,2024-07-04,3,7,2,3,55,51,1,24.7
450,2024-07-04,3,9,3,5,49,52,5,37.7
451,2024-07-04,5,14,2,4,48,46,1,11.8
452,2024-07-04,2,6,3,3,48,49,2,0.0
453,2024-07-04,5,14,3,1,44,49,1,2.2
454,2024-07-04,5,14,3,5,44,43,3,2.2
455,2024-07-04,4,11,1,2,53,52,2,64.5
456,2024-07-04,5,13,3,5,44,43,3,15.4
457,2024-07-04,3,9,3,3,49,47,1,37.7
458,2024-07-04,1,3,2,2,57,47,1,0.0
459,2024-07-04,3,8,1,1,58,57,1,5.6
460,2024-07-04,5,14,2,1,48,54,1,11.8
461,2024-07-04,5,13,1,4,51,37,1,64.9
462,2024-07-04,5,14,1,4,51,50,1,2.9
463,2024-07-04,1,1,3,5,52,49,4,68.7
464,2024-07-04,4,11,1,3,53,46,0,64.5
465,2024-07-04,3,9,1,5,58,54,5,11.0
466,2024-07-04,5,15,2,4,48,54,1,6.0
467,2024-07-04,3,7,3,3,49,50,1,17.3
468,2024-07-04,5,15,3,4,44,39,2,8.2
469,2024-07-04,4,12,1,2,53,47,2,2.7
470,2024-07-04,2,5,2,2,53,53,1,16.0
471,2024-07-04,5,13,2,1,48,58,1,0.0
472,2024-07-04,4,12,3,3,46,44,1,0.0
473,2024-07-04,3,9,1,1,58,55,1,11.0
474,2024-07-04,5,15,3,5,44,48,5,9.0
475,2024-07-04,3,7,2,5,55,61,2,24.7
476,2024-07-04,1,2,2,1,57,55,1,30.8
477,2024-07-04,4,11,3,2,46,38,4,6.5
478,2024-07-04,4,12,3,4,46,45,1,0.0
479,2024-07-04,1,3,1,5,60,54,2,0.0
480,2024-07-04,4,12,2,4,51,48,1,17.4
481,2024-07-04,1,3,2,1,57,54,1,68.7
482,2024-07-04,1,3,3,1,52,52,3,21.6
483,2024-07-04,5,14,2,5,48,43,1,11.8
484,2024-07-04,1,2,1,1,60,61,1,4.0
485,2024-07-04,4,11,1,4,53,50,1,64.5
486,2024-07-04,5,15,1,5,51,49,1,3.9
487,2024-07-04,1,1,1,5,60,64,2,29.0
488,2024-07-04,4,10,3,4,46,42,2,4.2
489,2024-07-04,1,3,3,5,52,53,3,21.6
490,2024-07-04,5,13,3,4,44,50,2,15.4
491,2024-07-04,2,4,1,3,56,54,1,18.7
492,2024-07-04,2,5,2,3,53,46,1,16.0
493,2024-07-04,1,1,1,2,60,62,0,29.0
494,2024-07-04,4,10,1,3,53,57,0,28.8
495,2024-07-04,3,9,2,3,55,49,0,54.6
496,2024-07-04,3,8,2,3,55,55,3,7.3
497,2024-07-04,3,8,1,3,58,52,1,5.6
498,2024-07-04,1,2,3,1,52,49,3,4.1
499,2024-07-04,5,15,2,1,48,53,2,6.0
500,2024-07-04,4,12,2,3,51,42,0,44.1
501,2024-07-04,4,10,1,4,53,46,1,28.8
502,2024-07-04,3,7,3,5,49,41,5,17.3
503,2024-07-04,5,13,1,1,51,51,0,64.9
504,2024-07-04,2,4,2,4,53,57,1,19.5
505,2024-07-04,2,5,3,3,48,44,2,16.3
506,2024-07-04,2,6,3,4,48,45,3,0.0
507,2024-07-04,1,1,1,1,60,61,1,29.0
508,2024-07-04,5,15,1,1,51,49,1,3.9
509,2024-07-04,2,4,1,4,56,61,1,18.7
510,2024-07-04,5,13,1,5,51,49,3,64.9
511,2024-07-04,3,8,3,5,49,47,3,8.3
512,2024-07-04,5,13,3,1,44,45,1,15.4
513,2024-07-04,5,15,1,4,51,45,1,3.9
514,2024-07-04,5,14,3,4,44,39,2,2.2
